overall_qual,c_total_area,garage_area,c_tot_exter,c_total_bath,year_built,c_tot_bsmt,c_ord_garage_finish,c_ord_fireplace_qu,mas_vnr_area,c_ord_heating_qc,neighborhood_NridgHt,bsmtfin_sf_1,c_total_porch_area,saleprice
9,3844.0,676.0,7,3.0,2005,12,3,4,200.0,5,0.0,1249.0,229,377426
10,3418.0,786.0,8,3.0,2006,12,3,4,230.0,5,1.0,1172.0,264,337500
10,4984.0,949.0,8,4.0,2004,12,3,5,730.0,5,1.0,2146.0,461,552000
4,1560.0,265.0,7,1.0,1948,7,1,0,0.0,5,0.0,0.0,0,97900
6,2436.0,676.0,7,2.0,2009,8,3,0,0.0,5,0.0,27.0,102,208300
7,2730.0,816.0,6,3.0,1996,9,1,3,0.0,5,0.0,0.0,350,213000
7,2604.0,527.0,6,3.0,1998,10,3,0,0.0,5,0.0,0.0,275,188000
6,2457.0,488.0,6,2.0,1958,7,2,3,632.0,5,0.0,203.0,80,162000
5,2468.0,282.0,6,2.0,1950,7,1,0,0.0,3,0.0,420.0,289,152000
7,2938.0,678.0,7,3.0,2004,8,2,4,0.0,5,0.0,222.0,136,254900
7,2489.0,483.0,7,3.0,1994,10,2,0,145.0,5,0.0,537.0,218,189000
7,4112.0,550.0,8,3.0,1978,8,3,2,383.0,3,0.0,1206.0,200,235000
5,2328.0,240.0,6,2.0,1950,7,1,0,0.0,3,0.0,1040.0,48,125000
7,1672.0,308.0,6,1.0,1975,8,1,0,0.0,5,0.0,0.0,30,120000
1,1600.0,270.0,5,2.0,1951,0,1,0,0.0,3,0.0,0.0,135,81500
6,1632.0,0.0,7,2.0,1990,10,0,0,104.0,3,0.0,816.0,32,118500
9,3532.0,478.0,8,4.0,2009,10,3,4,162.0,5,0.0,1121.0,325,370878
5,3003.0,871.0,6,2.0,1949,7,1,0,0.0,3,0.0,284.0,0,145000
7,2752.0,431.0,8,3.0,1939,7,1,3,312.0,5,0.0,341.0,269,311500
7,2584.0,437.0,7,3.0,2006,10,3,4,14.0,5,0.0,453.0,116,210250
7,2777.0,492.0,7,4.0,2002,8,2,0,0.0,5,0.0,700.0,237,200000
5,1734.0,539.0,6,2.0,1977,0,1,0,0.0,3,0.0,0.0,0,126000
4,1444.0,281.0,8,1.0,1900,6,1,0,0.0,4,0.0,0.0,279,114000
4,2187.0,720.0,8,2.0,1910,6,1,0,0.0,3,0.0,0.0,160,87500
8,3690.0,729.0,7,5.0,2005,10,3,4,146.0,5,0.0,986.0,152,349265
8,3024.0,845.0,7,2.0,2004,11,2,0,264.0,5,0.0,516.0,246,203000
7,2888.0,527.0,7,2.0,2001,8,2,3,0.0,5,0.0,20.0,329,189000
7,2465.0,628.0,7,4.0,2003,8,2,0,0.0,5,0.0,410.0,45,209000
6,2924.0,357.0,6,2.0,1900,8,1,0,0.0,4,0.0,0.0,235,160000
5,2074.0,431.0,6,2.0,1974,9,2,0,44.0,3,0.0,787.0,183,129000
5,2778.0,418.0,6,2.0,1974,10,2,3,0.0,4,0.0,1071.0,278,170000
5,1134.0,352.0,6,1.0,1913,7,1,4,0.0,3,0.0,365.0,34,90350
6,1668.0,0.0,6,1.0,1924,7,0,0,0.0,2,0.0,0.0,136,79000
5,1788.0,552.0,6,2.0,1972,7,1,0,0.0,3,0.0,894.0,256,149900
5,1728.0,576.0,6,2.0,1971,8,1,0,0.0,3,0.0,119.0,0,123000
4,2869.0,779.0,6,3.0,1900,6,1,0,0.0,2,0.0,0.0,90,87000
6,2214.0,358.0,6,2.0,1977,9,3,1,0.0,3,0.0,522.0,203,171000
6,2284.0,288.0,6,1.0,1950,7,1,0,0.0,3,0.0,280.0,96,119000
5,2296.0,672.0,6,2.0,1959,7,1,0,0.0,3,0.0,1148.0,0,132500
8,2254.0,228.0,7,1.0,1925,7,1,4,0.0,2,0.0,0.0,255,161000
9,3304.0,725.0,7,4.0,2001,9,3,3,134.0,5,0.0,1194.0,284,274000
5,1824.0,336.0,6,1.0,1967,7,1,2,0.0,3,0.0,842.0,0,125000
5,2390.0,0.0,6,2.0,1946,7,0,0,0.0,3,0.0,0.0,118,98500
8,3248.0,757.0,7,3.0,1994,8,2,2,0.0,5,0.0,1456.0,306,262000
5,1828.0,444.0,6,2.0,1979,7,1,0,40.0,3,0.0,710.0,0,134900
5,2678.0,308.0,7,3.0,1959,10,2,4,0.0,4,0.0,967.0,104,170000
6,2147.0,225.0,6,1.0,1926,7,1,4,0.0,3,0.0,0.0,116,135000
6,3613.0,473.0,7,4.0,1990,8,2,4,304.0,5,0.0,704.0,684,290000
7,2504.0,462.0,7,2.0,2007,8,2,0,0.0,5,0.0,0.0,0,173500
5,2904.0,230.0,7,4.0,1948,8,1,0,0.0,5,0.0,603.0,103,225000
5,2051.0,440.0,6,2.0,1961,7,2,3,0.0,3,0.0,311.0,128,140500
5,1980.0,299.0,6,1.0,1994,8,1,0,0.0,4,0.0,495.0,64,126000
8,2546.0,480.0,7,4.0,1999,8,1,0,466.0,5,0.0,612.0,169,170000
5,1980.0,576.0,6,2.0,1995,8,1,0,0.0,5,0.0,716.0,224,156000
5,3084.0,319.0,6,2.0,1957,10,2,4,0.0,3,0.0,1277.0,546,207500
8,2688.0,590.0,7,3.0,2007,10,3,0,0.0,5,0.0,350.0,280,255000
4,1450.0,297.0,6,2.0,1973,11,2,1,0.0,3,0.0,437.0,221,94900
5,2340.0,338.0,6,2.0,1958,7,2,3,0.0,3,0.0,625.0,225,140000
3,2114.0,216.0,6,1.0,1905,7,1,0,0.0,4,0.0,0.0,329,96900
5,2308.0,480.0,6,2.0,1966,8,2,1,200.0,5,0.0,740.0,58,154000
8,2497.0,816.0,8,3.0,1910,7,1,0,0.0,5,0.0,0.0,0,184900
10,4162.0,1220.0,8,3.0,2007,11,3,4,816.0,5,1.0,1636.0,233,385000
4,1902.0,327.0,6,1.0,1936,7,1,0,0.0,5,0.0,285.0,28,106500
8,4142.0,810.0,7,4.0,2000,9,2,3,150.0,5,0.0,1173.0,282,327000
9,4948.0,795.0,8,3.0,2005,12,3,4,198.0,5,0.0,2158.0,296,468000
6,2870.0,384.0,5,1.0,1927,7,1,0,0.0,3,0.0,0.0,148,135000
6,2282.0,484.0,7,2.0,2005,8,1,0,0.0,5,0.0,0.0,0,142500
5,2196.0,470.0,6,2.0,1968,7,1,0,0.0,5,0.0,732.0,40,141000
5,2464.0,0.0,6,2.0,1910,11,0,0,0.0,3,0.0,969.0,233,107500
5,1954.0,240.0,6,2.0,1942,7,1,0,0.0,3,0.0,485.0,88,108500
6,1956.0,472.0,6,3.0,1994,8,3,0,0.0,5,0.0,274.0,40,150000
3,1152.0,0.0,6,1.0,1916,5,0,0,0.0,2,0.0,0.0,0,78000
8,3160.0,830.0,7,2.0,2007,8,2,0,186.0,5,0.0,0.0,24,235128
7,3467.0,739.0,6,3.0,1971,11,1,3,351.0,3,0.0,1219.0,428,302000
5,2422.0,440.0,6,3.0,1975,7,3,0,0.0,3,0.0,88.0,606,163000
3,640.0,240.0,7,1.0,1945,0,1,0,0.0,3,0.0,0.0,0,84900
6,2177.0,440.0,6,4.0,1974,7,1,2,0.0,3,0.0,257.0,260,147000
7,2736.0,164.0,7,3.0,1915,7,1,4,0.0,5,0.0,299.0,0,155000
7,2648.0,484.0,6,3.0,1990,8,3,3,54.0,3,0.0,1053.0,148,180000
4,1092.0,0.0,4,2.0,1930,0,0,0,0.0,2,0.0,0.0,0,55000
7,2014.0,438.0,7,3.0,2003,11,3,4,442.0,5,0.0,786.0,182,187500
6,2166.0,352.0,6,2.0,1976,9,1,2,255.0,5,0.0,631.0,296,125000
7,3074.0,180.0,7,2.0,1936,8,3,4,0.0,4,0.0,223.0,322,250000
5,1380.0,200.0,6,1.0,1910,8,1,0,0.0,3,0.0,0.0,96,78000
4,2422.0,0.0,6,2.0,1910,7,0,0,0.0,4,0.0,0.0,281,118000
8,3388.0,818.0,8,2.0,2007,9,3,0,254.0,5,1.0,0.0,396,318000
8,2688.0,471.0,7,3.0,1993,8,2,3,125.0,5,0.0,380.0,263,215000
4,1104.0,0.0,6,1.0,1925,6,0,0,0.0,3,0.0,0.0,112,72000
6,2716.0,478.0,6,3.0,1976,8,3,3,160.0,3,0.0,644.0,189,180000
6,3257.0,616.0,6,3.0,1986,7,3,3,132.0,3,0.0,1398.0,192,184000
5,2082.0,270.0,6,2.0,1959,7,2,0,132.0,5,0.0,991.0,312,124500
5,3208.0,576.0,6,2.0,1958,7,1,0,0.0,3,0.0,0.0,42,135000
6,2653.0,240.0,6,2.0,1940,7,1,4,0.0,5,0.0,521.0,11,164900
7,2328.0,528.0,6,2.0,1969,7,1,0,168.0,3,0.0,0.0,0,140000
5,2082.0,294.0,6,1.0,1958,7,2,0,0.0,4,0.0,0.0,0,128000
6,1484.0,504.0,6,2.0,1978,11,3,1,40.0,5,0.0,450.0,311,153000
6,2405.0,228.0,7,1.0,1910,9,1,0,0.0,5,0.0,0.0,182,127500
5,1909.0,264.0,7,2.0,1950,7,2,4,0.0,4,0.0,32.0,192,141500
8,4085.0,712.0,7,4.0,1994,11,2,3,362.0,5,0.0,1032.0,218,325000
7,3188.0,472.0,6,2.0,1993,8,2,3,112.0,5,0.0,0.0,270,188500
6,2524.0,572.0,7,2.0,2006,8,3,0,68.0,4,0.0,905.0,120,185000
6,2350.0,0.0,6,2.0,2005,9,0,0,126.0,5,0.0,80.0,90,146000
6,1912.0,280.0,6,2.0,1917,7,1,4,0.0,5,0.0,0.0,103,119000
5,1932.0,280.0,6,3.0,1971,7,1,0,142.0,3,0.0,0.0,0,112000
8,2494.0,550.0,7,3.0,2005,8,3,4,0.0,5,0.0,1039.0,84,197000
9,4327.0,831.0,7,4.0,2006,10,2,4,215.0,4,1.0,1369.0,0,412083
8,3257.0,857.0,7,3.0,2002,8,2,4,148.0,5,0.0,1218.0,209,271000
7,2810.0,478.0,7,3.0,2003,8,2,4,235.0,5,1.0,1000.0,172,200000
7,2552.0,585.0,6,3.0,1976,11,3,2,130.0,3,0.0,624.0,443,174000
5,2754.0,351.0,6,2.0,1960,7,1,3,0.0,3,0.0,1098.0,0,156500
6,2628.0,422.0,7,4.0,1996,9,3,0,42.0,5,0.0,742.0,266,204000
5,2456.0,271.0,6,2.0,1966,7,1,0,0.0,4,0.0,0.0,65,149350
5,2016.0,275.0,6,1.0,1954,7,2,4,0.0,4,0.0,486.0,120,137000
7,3184.0,541.0,7,3.0,1998,10,3,3,202.0,5,0.0,252.0,276,222500
6,2256.0,440.0,7,3.0,2007,10,3,0,22.0,5,0.0,0.0,132,166000
5,1872.0,0.0,6,2.0,1920,7,0,4,0.0,3,0.0,579.0,186,109500
4,1383.0,498.0,6,1.0,1954,0,1,0,0.0,3,0.0,0.0,200,122000
5,1934.0,180.0,6,1.0,1920,7,1,4,0.0,4,0.0,0.0,26,99900
8,3312.0,826.0,7,2.0,2006,10,2,0,0.0,5,0.0,24.0,146,249700
6,2244.0,300.0,7,2.0,1950,7,1,4,0.0,5,0.0,0.0,36,158500
6,2284.0,0.0,6,2.0,2005,8,0,0,0.0,5,0.0,24.0,54,139500
6,2784.0,470.0,7,3.0,2000,10,1,0,0.0,5,0.0,1136.0,173,202000
5,3338.0,588.0,6,2.0,1959,7,3,0,122.0,5,0.0,528.0,326,145000
4,2456.0,400.0,6,4.0,1969,10,1,0,0.0,3,0.0,1198.0,120,108959
5,2434.0,572.0,6,2.0,1948,9,1,3,0.0,3,0.0,353.0,50,160000
5,3120.0,484.0,6,2.0,1958,7,1,0,260.0,3,0.0,0.0,0,128600
7,2728.0,550.0,6,3.0,1976,8,2,3,233.0,3,0.0,0.0,365,197900
7,2130.0,596.0,7,2.0,1976,12,2,2,252.0,3,0.0,1005.0,484,172000
5,1783.0,308.0,6,2.0,1977,10,2,0,0.0,3,0.0,60.0,0,130000
6,3341.0,435.0,7,3.0,1999,10,2,0,0.0,5,0.0,1223.0,217,195000
5,1976.0,520.0,6,1.0,1954,7,2,0,0.0,5,0.0,0.0,0,113000
8,2982.0,490.0,7,2.0,2001,9,2,0,0.0,5,0.0,0.0,220,209000
7,3124.0,578.0,6,5.0,1987,11,3,2,310.0,5,0.0,904.0,462,213500
5,1743.0,480.0,6,1.0,1951,7,1,0,0.0,3,0.0,308.0,255,126000
6,3125.0,480.0,6,1.0,1956,7,1,4,0.0,2,0.0,0.0,0,127500
9,3420.0,557.0,8,3.0,2007,12,2,4,178.0,5,0.0,1034.0,204,334000
6,2506.0,352.0,6,3.0,1960,7,2,2,212.0,3,0.0,733.0,389,157000
5,1728.0,294.0,6,1.0,1962,7,1,0,0.0,4,0.0,110.0,58,125500
7,2184.0,410.0,7,4.0,2005,10,3,4,0.0,5,0.0,648.0,54,189000
7,2405.0,497.0,6,3.0,1990,10,1,0,0.0,5,0.0,611.0,195,173000
7,4394.0,550.0,6,5.0,1974,11,2,3,145.0,4,0.0,1023.0,741,260000
8,2634.0,578.0,7,3.0,2007,10,2,0,0.0,5,0.0,20.0,249,212000
5,1784.0,576.0,7,1.0,1996,10,1,0,0.0,5,0.0,298.0,0,148000
6,2308.0,480.0,6,2.0,1964,7,1,0,0.0,3,0.0,0.0,172,136300
5,3981.0,600.0,6,4.0,1977,8,2,3,1.0,5,0.0,498.0,324,190000
5,2424.0,420.0,5,2.0,1900,6,1,0,0.0,3,0.0,0.0,252,139500
7,1980.0,400.0,7,3.0,2003,8,3,0,0.0,5,0.0,0.0,48,162000
4,1855.0,264.0,6,1.0,1939,7,1,0,0.0,4,0.0,0.0,140,100000
5,1738.0,288.0,6,2.0,1968,7,2,0,0.0,5,0.0,441.0,120,126500
7,4232.0,576.0,7,4.0,1986,10,3,3,172.0,5,0.0,28.0,297,301000
6,2610.0,684.0,7,4.0,1997,8,2,0,0.0,5,0.0,648.0,162,204750
4,1040.0,420.0,6,2.0,1949,0,1,0,0.0,2,0.0,0.0,0,90000
5,3323.0,393.0,6,2.0,1920,7,1,0,0.0,3,0.0,234.0,219,130000
5,2670.0,530.0,6,3.0,1968,8,2,0,300.0,5,0.0,361.0,330,155000
5,2538.0,308.0,6,2.0,1960,7,1,2,0.0,3,0.0,374.0,0,155000
5,2078.0,504.0,6,3.0,1965,8,1,0,0.0,5,0.0,841.0,0,131500
6,2676.0,364.0,6,2.0,1955,9,2,4,164.0,5,0.0,674.0,189,153000
8,3408.0,772.0,7,3.0,2007,9,2,4,200.0,5,1.0,1218.0,50,306000
9,3372.0,899.0,7,3.0,2006,10,3,4,518.0,5,1.0,1023.0,366,332200
8,3284.0,800.0,7,3.0,2007,11,2,4,338.0,5,0.0,1513.0,236,293077
4,1828.0,270.0,7,1.0,1961,7,1,0,0.0,5,0.0,314.0,140,128000
6,2765.0,216.0,7,2.0,1926,8,1,0,0.0,4,0.0,370.0,183,152000
4,1912.0,0.0,6,2.0,1949,7,0,0,0.0,3,0.0,0.0,0,135000
6,3218.0,205.0,6,2.0,1880,8,1,0,0.0,3,0.0,0.0,48,117500
6,2141.0,576.0,6,1.0,1927,7,1,0,0.0,3,0.0,276.0,175,127500
8,4958.0,676.0,7,3.0,1981,11,2,4,0.0,4,0.0,1632.0,266,373000
6,1638.0,0.0,7,3.0,1970,7,0,0,0.0,5,0.0,358.0,187,98000
7,2075.0,473.0,6,4.0,1994,8,2,0,44.0,5,0.0,343.0,0,203135
7,2596.0,512.0,7,3.0,1996,8,2,3,0.0,5,0.0,0.0,120,191000
5,1014.0,267.0,6,1.0,1956,0,2,0,0.0,3,0.0,0.0,240,98000
5,2400.0,0.0,6,6.0,1987,12,0,0,0.0,3,0.0,1200.0,120,179000
8,2854.0,492.0,7,2.0,2006,11,3,4,206.0,5,0.0,379.0,347,245000
7,3330.0,583.0,7,3.0,1998,9,3,3,0.0,5,0.0,144.0,151,213250
4,869.0,390.0,6,1.0,1948,0,1,0,0.0,3,0.0,0.0,66,89900
7,2550.0,427.0,6,3.0,1998,8,3,3,40.0,4,0.0,0.0,385,185000
6,1617.0,264.0,6,2.0,1973,7,1,0,567.0,3,0.0,312.0,144,113500
3,1430.0,660.0,5,1.0,1929,8,1,0,0.0,2,0.0,0.0,187,68000
7,3120.0,573.0,7,2.0,2003,9,3,0,0.0,5,0.0,0.0,250,201000
7,2634.0,603.0,7,3.0,2005,8,2,0,0.0,4,0.0,400.0,108,226700
10,4610.0,1174.0,8,5.0,2007,11,3,4,970.0,5,1.0,1684.0,222,500067
7,2446.0,433.0,7,3.0,2004,10,3,4,0.0,5,0.0,0.0,148,201490
5,1980.0,528.0,6,2.0,1994,8,1,0,0.0,5,0.0,722.0,168,155000
5,1882.0,564.0,7,2.0,1978,10,1,0,124.0,4,0.0,941.0,40,145000
6,1973.0,502.0,6,2.0,1920,6,3,0,0.0,5,0.0,0.0,84,128000
6,2605.0,442.0,6,4.0,2000,8,2,3,0.0,5,0.0,520.0,50,187000
6,1619.0,525.0,6,2.0,2005,11,3,0,80.0,4,0.0,547.0,28,145500
4,1144.0,200.0,6,1.0,1925,7,1,0,0.0,2,0.0,0.0,72,75000
7,3092.0,796.0,7,2.0,2005,9,2,0,204.0,5,0.0,20.0,186,217000
7,2682.0,660.0,7,3.0,2008,8,3,3,60.0,5,0.0,78.0,148,220000
6,2522.0,484.0,6,4.0,1972,7,2,3,288.0,4,0.0,247.0,295,165150
6,1966.0,576.0,6,2.0,1978,12,1,0,0.0,3,0.0,505.0,34,147000
7,3008.0,478.0,7,3.0,1996,11,3,3,196.0,5,0.0,690.0,181,203000
5,3098.0,447.0,6,3.0,1959,7,2,4,0.0,4,0.0,1018.0,38,165500
3,1728.0,0.0,6,2.0,1914,7,0,0,0.0,3,0.0,41.0,100,67000
6,2673.0,440.0,6,3.0,1964,10,2,2,340.0,4,0.0,536.0,281,187000
6,2268.0,440.0,7,4.0,2000,8,1,0,513.0,5,0.0,507.0,32,180000
6,1949.0,240.0,6,2.0,1921,7,1,4,0.0,4,0.0,113.0,384,146500
7,3346.0,583.0,7,3.0,2000,10,2,3,0.0,5,0.0,1412.0,535,270000
6,1932.0,564.0,6,2.0,1992,10,1,0,0.0,5,0.0,747.0,120,147000
6,2040.0,280.0,6,2.0,1948,7,1,0,0.0,3,0.0,481.0,414,132000
4,2214.0,338.0,5,1.0,1920,7,3,0,0.0,5,0.0,315.0,198,105000
5,2496.0,0.0,5,3.0,1912,6,0,0,0.0,5,0.0,210.0,184,135900
8,4929.0,841.0,8,5.0,2003,11,3,4,603.0,5,0.0,1416.0,749,538000
7,2286.0,0.0,7,2.0,2006,9,0,0,0.0,5,0.0,0.0,55,147000
9,3304.0,840.0,7,3.0,2006,9,3,5,300.0,5,1.0,1572.0,506,325000
5,2100.0,240.0,7,1.0,1947,7,1,0,0.0,4,0.0,0.0,182,124000
5,1870.0,288.0,6,2.0,1965,7,1,0,114.0,3,0.0,560.0,180,137000
4,3690.0,528.0,6,2.0,1915,7,1,3,0.0,3,0.0,0.0,432,142900
5,2046.0,528.0,6,2.0,1948,7,1,0,0.0,5,0.0,144.0,36,147000
5,2360.0,477.0,6,2.0,1970,7,2,0,0.0,3,0.0,0.0,45,128000
7,2505.0,225.0,6,1.0,1916,7,1,4,0.0,5,0.0,0.0,330,144000
8,2740.0,484.0,7,2.0,2006,9,2,4,178.0,5,1.0,24.0,169,205000
5,2972.0,480.0,7,2.0,1964,7,3,0,0.0,5,0.0,637.0,0,167000
5,1807.0,200.0,6,2.0,1941,7,1,0,0.0,5,0.0,0.0,26,66500
8,4085.0,704.0,7,4.0,1993,8,3,3,420.0,5,0.0,247.0,568,315000
7,2184.0,440.0,7,3.0,2006,8,3,3,0.0,5,0.0,0.0,0,155835
8,3321.0,528.0,7,3.0,1995,8,2,0,0.0,5,0.0,741.0,102,239500
9,3035.0,700.0,7,3.0,2006,12,3,4,122.0,5,1.0,1037.0,236,300000
8,3844.0,692.0,7,3.0,2002,10,3,5,886.0,5,0.0,1329.0,265,282000
5,2288.0,336.0,6,1.0,1960,7,2,4,69.0,3,0.0,0.0,0,120000
7,2748.0,439.0,6,2.0,1954,11,1,3,0.0,5,0.0,226.0,81,241500
9,3724.0,870.0,8,3.0,2008,8,3,4,492.0,5,1.0,372.0,48,336860
3,2084.0,210.0,6,1.0,1922,6,1,4,0.0,2,0.0,0.0,148,91000
7,3240.0,482.0,7,4.0,2004,12,3,4,174.0,5,0.0,1474.0,336,250000
7,2496.0,438.0,7,2.0,2005,10,3,0,16.0,5,0.0,16.0,108,167240
7,2480.0,495.0,7,2.0,2004,8,2,0,0.0,5,0.0,24.0,100,178000
6,2104.0,311.0,6,2.0,1963,7,3,0,203.0,3,0.0,617.0,133,127000
6,3658.0,535.0,6,3.0,1967,7,2,0,120.0,4,0.0,506.0,76,218500
4,1904.0,283.0,6,1.0,1956,7,1,0,0.0,5,0.0,228.0,0,135750
7,2960.0,620.0,7,3.0,2003,8,2,0,506.0,5,0.0,1188.0,325,214000
8,3688.0,620.0,7,3.0,2005,9,3,4,366.0,5,0.0,976.0,209,257000
6,2322.0,672.0,7,2.0,1937,7,1,0,0.0,5,0.0,201.0,272,157000
5,1952.0,215.0,6,2.0,1942,8,1,0,0.0,3,0.0,305.0,160,102000
5,1840.0,432.0,7,2.0,1921,8,1,0,0.0,5,0.0,713.0,44,163500
7,2991.0,577.0,7,3.0,1999,11,2,0,183.0,5,0.0,679.0,173,204000
5,2710.0,313.0,6,1.0,1956,7,1,3,259.0,5,0.0,546.0,0,103500
6,4835.0,0.0,5,2.0,1914,6,0,0,0.0,5,0.0,256.0,110,200000
5,1728.0,399.0,6,2.0,1958,7,1,0,0.0,3,0.0,453.0,0,118000
7,3050.0,541.0,7,3.0,2000,10,2,0,244.0,5,0.0,1400.0,255,235000
5,2296.0,540.0,6,2.0,1962,9,1,0,120.0,3,0.0,803.0,18,132500
8,3132.0,859.0,7,3.0,2006,8,2,0,0.0,5,0.0,0.0,40,221300
7,3000.0,570.0,7,2.0,2004,10,2,0,210.0,5,0.0,20.0,228,190000
7,2588.0,591.0,7,3.0,2002,8,3,0,199.0,5,0.0,456.0,374,222000
7,3804.0,567.0,8,3.0,1959,10,3,3,0.0,3,0.0,1406.0,369,335000
8,3272.0,726.0,7,3.0,2008,8,3,4,294.0,5,0.0,0.0,188,257500
9,3004.0,592.0,7,2.0,2008,8,3,4,284.0,5,0.0,0.0,174,264132
5,1763.0,288.0,6,1.0,1967,7,3,0,89.0,5,0.0,450.0,64,130000
5,1951.0,336.0,6,2.0,1930,7,1,4,0.0,5,0.0,0.0,304,137000
5,1432.0,360.0,6,1.0,1930,7,2,0,0.0,3,0.0,0.0,90,99500
5,2692.0,591.0,6,2.0,1978,10,3,3,0.0,3,0.0,1319.0,0,160250
7,2679.0,380.0,7,2.0,2004,8,1,0,50.0,5,0.0,0.0,40,130000
5,1632.0,100.0,6,1.0,1922,7,1,0,0.0,5,0.0,0.0,96,75200
6,1475.0,429.0,7,2.0,1993,10,3,0,0.0,5,0.0,114.0,280,131250
6,2162.0,401.0,6,2.0,1960,10,1,0,276.0,3,0.0,697.0,118,148000
5,2044.0,288.0,6,2.0,1965,7,1,0,0.0,4,0.0,544.0,171,124100
7,1943.0,588.0,8,2.0,1961,9,2,0,210.0,4,0.0,867.0,220,178400
4,2880.0,0.0,6,4.0,1977,11,0,0,0.0,3,0.0,1440.0,321,150000
7,2606.0,534.0,7,4.0,1998,8,2,2,290.0,5,0.0,638.0,74,217000
8,3064.0,760.0,7,3.0,2005,9,3,4,192.0,5,0.0,0.0,270,252000
7,2282.0,484.0,7,3.0,2006,9,2,0,0.0,5,0.0,54.0,182,152000
7,1686.0,576.0,6,1.0,1929,7,1,0,0.0,5,0.0,0.0,160,132000
6,1952.0,378.0,6,2.0,1945,6,1,0,0.0,3,0.0,310.0,0,120000
9,3697.0,521.0,8,4.0,2005,12,2,4,385.0,5,1.0,1290.0,278,338500
4,1561.0,676.0,6,2.0,1920,7,1,0,0.0,4,0.0,0.0,0,105000
7,2175.0,406.0,6,4.0,1996,11,1,3,0.0,5,0.0,604.0,286,175000
7,3182.0,505.0,6,3.0,1977,8,3,3,299.0,5,0.0,392.0,405,192000
7,2795.0,434.0,7,3.0,2004,8,3,4,0.0,5,0.0,0.0,148,195000
8,2358.0,676.0,7,3.0,2008,8,2,0,0.0,5,0.0,0.0,30,210000
7,2795.0,434.0,7,3.0,2003,8,3,4,16.0,5,0.0,0.0,48,211000
4,1996.0,240.0,6,1.0,1936,7,1,0,0.0,3,0.0,672.0,0,128000
6,2850.0,576.0,6,2.0,1964,7,2,4,272.0,4,0.0,490.0,407,180500
5,2999.0,560.0,6,2.0,1900,7,1,0,0.0,3,0.0,0.0,57,90000
5,1730.0,512.0,6,1.0,1940,7,1,0,0.0,3,0.0,130.0,500,138500
7,2230.0,440.0,7,3.0,2006,8,3,0,0.0,5,0.0,0.0,32,169985
5,2300.0,288.0,6,1.0,1961,7,2,0,0.0,3,0.0,781.0,162,146000
7,3177.0,678.0,7,4.0,1993,8,1,3,0.0,5,0.0,50.0,383,228000
5,2512.0,311.0,6,3.0,1959,7,2,0,0.0,4,0.0,476.0,240,159000
8,3034.0,1053.0,7,3.0,2006,9,2,4,0.0,4,0.0,0.0,243,266000
5,2382.0,450.0,7,2.0,1924,7,1,0,145.0,5,0.0,0.0,320,139000
4,1568.0,0.0,6,2.0,1955,9,0,0,0.0,3,0.0,784.0,112,91900
8,2989.0,674.0,7,2.0,2006,8,2,4,132.0,5,0.0,36.0,182,212999
9,3683.0,772.0,7,3.0,2004,12,3,4,378.0,5,1.0,1261.0,631,326000
6,2304.0,393.0,7,3.0,2004,8,3,4,0.0,5,0.0,0.0,75,179000
8,3055.0,788.0,7,3.0,2006,12,3,0,258.0,5,0.0,1036.0,26,294000
6,1470.0,288.0,6,3.0,1972,7,1,0,425.0,3,0.0,110.0,0,97000
7,3353.0,868.0,7,3.0,2006,10,2,0,0.0,5,0.0,464.0,90,239799
5,2684.0,441.0,6,2.0,1961,8,1,4,0.0,3,0.0,915.0,349,161000
6,1696.0,420.0,7,2.0,2003,10,3,0,170.0,5,0.0,686.0,140,136500
6,1470.0,264.0,6,2.0,1972,7,1,0,510.0,4,0.0,162.0,250,118000
4,1690.0,360.0,6,2.0,1982,7,1,0,0.0,3,0.0,565.0,0,129500
7,2500.0,672.0,8,3.0,1925,7,1,0,0.0,4,0.0,0.0,218,205000
8,3388.0,856.0,7,2.0,2006,10,2,4,302.0,5,1.0,0.0,112,322400
8,3180.0,810.0,7,3.0,2007,10,2,4,180.0,5,0.0,1478.0,243,293200
9,3368.0,564.0,8,2.0,2005,9,2,5,616.0,5,1.0,28.0,567,266000
6,2601.0,440.0,6,3.0,1978,7,2,3,92.0,4,0.0,226.0,243,172500
5,2957.0,456.0,6,1.0,1890,7,1,0,0.0,3,0.0,1088.0,292,124900
6,2454.0,216.0,6,1.0,1923,7,1,4,0.0,3,0.0,0.0,327,149000
7,2828.0,494.0,7,2.0,2004,10,2,0,98.0,5,0.0,24.0,237,185500
8,2706.0,418.0,7,3.0,2002,8,1,3,0.0,5,0.0,872.0,234,220000
8,2992.0,474.0,7,2.0,2007,10,3,0,140.0,5,0.0,0.0,298,225000
6,1864.0,306.0,6,1.0,1950,7,1,4,0.0,5,0.0,0.0,214,124000
3,1040.0,400.0,6,2.0,1950,0,1,0,0.0,2,0.0,0.0,0,92900
5,2144.0,1184.0,5,2.0,1925,7,1,0,0.0,3,0.0,134.0,105,126500
4,1728.0,576.0,6,1.0,1972,7,1,0,0.0,3,0.0,600.0,216,111250
8,3254.0,648.0,7,3.0,2000,8,3,3,72.0,5,0.0,0.0,56,248000
5,2234.0,264.0,6,1.0,1963,7,1,0,0.0,5,0.0,0.0,0,136870
6,1696.0,420.0,7,2.0,2003,10,3,0,170.0,5,0.0,717.0,140,133000
